Account	via	pts	nba	ast	reb	points	tonight	amp	games	says	lebron	carti	bro	gta	tournament	team	shit	pacers	assists	james	rebounds	lakers	kai	per	haliburton	playboi	cenat	player	tyrese	album	win	ain	look	championship	trailer	music	lil	players	these	bucks	nigga	top	live	song	ppg	next	gotta	fuck	vegas	video	life	tomorrow	anthony	fortnite	kevin	two	point	free	during	drake	old	million	were	same	talk	money	luka	update	since	lillard	harden	seen	which	news	suns	star	because	lmao	december	coming	durant	didn	espn	long	lot	already	ass	high	career	history	minutes	giannis	days	doing	released	call	teams	won	young	officially	recent	also	league	pelicans	week	wants	show	soon	while	las	set	end	gonna	stream	making	against	everything	around	ago	jokic	watch	semifinals	heat	doesn	black	movie	according	brown	always	any	rpg	red	looking	whole	its	speaks	should	hours	damian	breaking	pistons	half	baby	world	twitter	morning	dropped	tell	davis	does	god	stay	bad	roster	announced	embiid	winner	three	guy	everyone	paul	might	girl	name	niggas	gets	happy	something	scott	thing	feel	josh	videos	through	another	shooting	finals	thought	give	shot	straight	move	much	saying	winning	men	official	future	jordan	keep	release	times	bout	full	sleep	talking	things	clippers	hit	fan	wins	anything	once	done	blocks	record	away	own	month	story	yall	family	come	having	went	curry	expected	insane	tweet	film	trying	women	series	releasing	booker	green	app	nikola	magic	run	ball	different	reportedly	part	smith	without	joel	doncic	home	cup	guys	believe	dropping	someone	hate	michael	fans	quarter	agent	son	warriors	austin	white	kanye	travis	drop	favorite	added	post	stop	ross	boy	both	grand	second	work	map	potential	devin	came	final	steph	face	turnovers	champs	started	gone	lost	mean	together	youngboy	responds	zach	well	starting	due	west	ready	else	hard	taking	probably	november	broke	read	city	follow	very	everybody	steals	called	line	check	nobody	guard	brother	played	pay	nothing	worst	asked	youtube	wrong	joe	pick	kings	loss	thoughts	nah	hell	zion	reaves	indiana	join	birthday	highest	friday	idk	draymond	single	funny	shows	enough	find	mvp	lol	told	list	franchise	many	house	giddey	makes	cause	job	contract	available	calls	upcoming	watching	deal	use	thompson	double	left	least	under	basketball	moment	yet	hope	change	those	reason	sign	miami	chris	george	poster	total	turn	bitch	williams	round	goes	putting	great	russell	cole	confirmed	forever	fight	anyone	miss	wanted	wayne	spider	cooked	currently	return	school	past	prime	match	rookie	person	jalen	jazz	drops	lead	ice	biggest	place	hali	uzi	until	spotify	heard	atlanta	wanna	state	wasn	celtics	thanksgiving	views	gon	court	stage	gun	ima	working	iii	passed	super	multiple	bruce	few	coach	actually	car	combined	taylor	gave	johnson	tough	break	moving	jones	cool	songs	wtf	event	adin	date	caught	cash	angeles	brandon	chicago	community	greatest	brooks	friends	triple	jackson	far	looks	buddy	used	tyler	creator	character	wait	head	serious	police	woman	claims	early	auto	boys	each	mid	between	prison	max	watched	matter	version	pass	threes	beat	nuggets	gobert	donovan	mitchell	clutch	cam	almost	pink	listen	calling	active	thug	found	christmas	paid	room	link	needs
tlop444	0	0	0	0	0	0	1	2	0	1	0	18	17	5	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	14	0	5	2	0	1	16	7	0	0	0	0	0	0	18	0	1	0	1	0	4	1	0	0	2	1	1	2	0	0	4	0	0	0	5	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	2	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0	2	1	0	2	3	0	0	0	0	0	1	0	0	9	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	2	0	1	2	0	1	0	2	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	3	0	0	1	2	0	1	0	1	0	0	1	1	2	2	2	1	2	2	1	0	1	3	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	1	6	0	0	0	1	1	0	0	0	0	0	2	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	3	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	4	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4
infernoomni	1	0	0	0	0	0	1	8	3	1	0	0	2	1	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	3	0	1	0	0	1	6	0	0	6	0	1	0	3	0	1	0	10	9	27	0	0	0	1	1	3	0	0	0	0	1	0	27	3	0	3	2	0	0	1	2	28	0	0	3	0	0	3	0	1	0	0	1	0	1	1	0	3	1	0	0	2	0	0	1	2	0	3	26	2	0	0	0	2	2	2	1	0	1	0	1	0	2	2	1	4	2	0	4	0	0	2	5	4	0	0	1	6	1	1	1	1	0	0	0	1	0	0	0	0	2	0	7	20	4	3	0	1	2	4	5	0	0	0	0	0	1	6	0	1	1	2	0	0	4	1	0	1	6	0	26	2	3	0	0	1	1	0	0	1	1	0	0	3	0	2	0	2	0	0	0	0	27	1	0	0	1	0	0	0	5	0	0	0	0	3	0	0	2	1	0	1	2	0	0	1	2	0	1	4	0	0	0	0	0	0	0	2	1	0	0	5	2	2	0	0	0	1	6	0	0	3	5	0	3	0	0	0	0	0	2	0	0	1	1	0	1	2	0	1	1	1	1	2	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	1	2	0	1	0	0	0	0	1	0	2	0	0	0	1	1	0	0	1	0	4	3	0	4	2	1	0	0	0	0	2	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	1	2	2	0	1	4	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	6	0	0	0	2	0	1	3	0	2	0	0	0	0	0	0	2	0	0	1	0	0	2	1	0	0	0	1
bradleymartyn	1	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	9	0	0	3	0	3	3	0	8	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	2	4	0	1	0	1	0	0	0	1	1	0	7	0	0	2	0	0	0	0	2	2	1	0	1	0	1	0	6	0	0	3	2	1	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	3	2	0	0	0	0	4	3	1	0	0	0	0	0	3	5	4	0	0	0	0	0	5	3	0	1	5	0	0	0	0	0	0	1	1	0	1	3	0	0	0	2	0	1	0	1	0	3	0	4	0	1	14	0	1	0	4	0	2	2	0	0	1	1	2	0	2	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	1	0	0	0	1	0	0	0	0	0	3	1	0	3	0	0	1	1	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2
domainsdomain	0	0	0	0	0	0	2	11	0	0	0	0	5	1	0	0	2	0	0	0	0	0	96	0	0	0	91	0	0	2	1	2	1	0	0	5	3	0	0	0	0	2	1	2	0	1	2	0	0	0	1	0	0	1	0	0	0	0	5	5	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	4	0	0	1	0	1	0	0	1	0	0	8	3	0	1	0	0	0	1	1	0	0	0	0	2	6	0	1	0	1	1	2	17	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	10	0	0	0	2	0	0	0	0	0	0	2	0	3	1	2	1	1	0	0	0	0	0	0	0	0	2	4	2	0	5	0	0	4	1	0	0	0	1	0	0	0	3	2	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	1	5	0	0	1	0	0	1	0	0	2	0	0	1	1	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0	6	0	0	0	2	0	5	0	1	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	2	0	0	1	0	3	0	0	2	1	1	1	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	1	0	0	2	3	0	3	2	4	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
thehoopcentral	11	146	10	138	141	59	75	0	27	0	18	0	0	0	9	1	0	4	44	12	46	8	0	0	16	0	0	0	17	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	7	0	0	0	0	0	0	0	7	0	8	0	2	0	0	1	0	0	0	0	0	0	11	0	1	6	2	0	2	0	1	0	0	0	0	0	8	0	0	0	0	0	0	1	1	1	2	9	0	0	0	0	0	3	3	0	0	0	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	6	0	5	0	0	0	0	0	2	0	0	6	0	0	0	0	0	1	0	6	7	1	0	0	0	0	0	1	0	4	0	0	0	1	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	4	0	6	5	1	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	1	1	6	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	4	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	8	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0
legionhoops	42	0	26	1	0	61	34	0	19	12	18	0	0	0	14	6	0	7	36	12	44	18	0	9	2	0	0	4	4	0	4	1	2	1	0	0	0	3	2	6	0	2	0	0	2	0	0	0	5	1	1	0	13	0	9	0	6	0	2	0	1	0	3	3	0	0	4	0	2	1	3	0	1	0	6	0	1	0	0	0	7	1	2	0	2	1	1	1	5	0	8	3	0	2	2	2	3	5	1	2	1	1	7	2	0	3	1	1	2	5	0	1	0	0	0	4	2	3	0	5	2	0	6	1	1	0	0	3	1	1	1	0	1	0	1	0	2	0	1	7	8	5	0	0	0	0	1	0	9	0	0	0	1	2	0	3	0	2	2	1	6	0	0	1	0	0	0	0	2	0	0	4	0	6	1	0	3	1	1	2	9	2	1	1	3	0	0	0	6	1	0	0	0	0	2	1	2	4	0	3	0	1	0	1	9	3	0	0	3	1	0	0	0	0	1	3	3	4	0	0	4	0	0	0	2	1	0	5	6	1	3	0	0	1	2	0	3	1	1	1	1	1	0	0	0	3	1	3	0	1	4	2	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	2	2	0	2	3	3	7	0	0	1	8	0	0	0	2	2	0	1	1	3	2	1	0	2	3	3	0	0	0	0	0	2	5	1	1	1	0	1	0	2	1	1	1	1	1	1	0	1	2	8	4	0	0	4	1	0	0	0	0	1	0	1	3	0	0	1	1	3	0	0	1	2	0	0	2	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	2	0	2	0	3	1	1	0	3	4	2	0	0	0	0	1	0	0	0	1	7	0	0	0	0	1	5	0	0	0	1	1	3	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	6	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	3	1	3	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	4	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	9	0	4	1	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
flashyasf	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	2	0	0	1	0	0	4	0	25	0	0	0	0	2	18	12	0	0	5	1	0	0	0	0	1	1	0	0	2	0	0	5	1	23	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	2	6	2	6	0	0	0	0	0	9	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	9	2	1	0	1	0	0	0	0	0	0	0	8	3	0	0	3	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	1	0	1	0	0	10	1	0	2	0	2	2	0	0	0	0	0	0	1	2	0	5	2	3	0	3	0	0	1	0	7	0	6	4	0	0	2	0	0	1	0	0	2	4	3	0	0	2	3	0	0	1	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	0	3	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	1	0	1	0	0	0	0	0	1	11	1	0	2	0	0	0	0	0	0	0	1	0	7	1	2	0	9	0	0	0	0	11	0	0	0	0	8	0	0	0	2	2	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0	0	0	6	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
cooperfnbr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fncompreport	5	0	0	0	0	6	1	15	4	0	0	0	3	1	4	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	11	0	4	18	0	0	0	3	4	0	0	8	0	0	0	11	0	0	0	0	0	7	0	21	0	2	0	0	1	0	1	2	0	2	0	1	0	3	0	0	0	0	3	0	1	0	0	0	3	1	0	4	0	0	1	1	0	0	0	1	0	0	3	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0	2	1	0	4	0	1	0	1	0	2	0	0	0	1	0	1	1	0	1	1	1	2	0	2	6	0	0	0	0	1	3	0	0	1	0	0	1	0	0	0	0	2	0	3	0	1	0	0	2	0	0	0	1	2	2	0	0	1	0	0	1	3	0	4	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	2	1	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	8	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	0	0	0	0	2	1	1	0	8	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	2	0	0	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	6	0	1	0	3	0	1	0	0	5	0	0	1	2	0	0	2	0	3	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	12	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0
overtime	116	3	2	3	2	5	0	1	0	1	5	0	15	1	0	1	1	0	0	3	1	1	0	2	3	0	0	0	5	0	1	1	2	1	0	1	1	1	0	1	0	0	0	0	0	1	4	0	0	0	1	0	0	1	0	0	1	0	2	1	0	0	1	1	1	0	2	0	0	0	1	3	0	2	0	2	0	0	1	0	0	2	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	1	1	0	1	0	0	0	1	1	0	0	1	2	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	2	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	2	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	3	2	0	2	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	1	0	0	0	3	0	0	0	0	1	0	0	0	2	3	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	1	1	0	0	0	0	0	1	0	1	4	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0
esidery	17	0	13	0	0	23	6	0	5	5	6	0	0	0	1	21	0	33	11	20	8	10	1	55	25	0	0	10	22	0	9	0	3	2	0	0	0	14	0	16	0	7	0	0	1	13	0	0	2	0	0	2	7	0	9	12	7	19	2	1	0	33	4	0	4	0	5	2	3	37	28	0	4	0	29	4	2	0	1	6	9	0	0	15	5	6	0	3	4	4	3	6	2	1	1	0	15	1	11	10	2	10	10	3	3	9	3	6	4	2	1	2	1	0	5	7	0	18	1	7	1	0	15	5	2	0	0	14	1	9	0	0	3	0	0	0	2	0	25	0	6	0	0	1	0	0	0	0	3	1	0	4	1	8	2	7	0	10	0	0	3	3	0	0	0	2	0	2	0	1	2	5	1	2	3	7	3	0	0	1	1	8	2	1	0	0	0	8	3	2	1	0	0	5	0	0	0	12	0	0	0	0	3	2	4	0	6	1	0	0	0	0	0	2	1	5	11	0	0	1	0	0	0	0	13	6	0	8	5	2	3	0	1	0	3	3	6	5	0	1	2	2	0	1	0	0	0	0	5	0	5	1	1	0	0	0	0	0	0	0	0	0	4	0	4	3	0	14	10	1	2	0	0	2	0	0	1	0	0	5	0	0	5	6	9	2	0	3	2	0	4	1	0	0	0	3	0	7	1	3	1	3	0	0	10	0	0	0	0	0	0	0	0	3	5	11	1	1	0	0	1	1	15	1	0	2	0	0	3	0	0	0	1	6	3	0	3	1	4	0	0	1	2	0	0	12	9	0	3	0	11	4	9	1	0	5	5	0	0	0	2	3	1	0	11	6	3	4	0	2	0	0	6	6	0	4	3	4	3	0	0	0	1	1	1	0	0	0	4	2	0	2	0	3	4	0	5	7	0	0	0	1	1	0	0	0	0	0	3	0	1	1	8	0	0	0	1	0	0	0	0	3	0	1	6	7	4	2	0	0	0	3	0	6	1	1	2	3	0	0	0	0	0	0	0	0	7	3	1	0	1	7	0	0	0	5	2	3	0	0	0	0	1	3	8	0	0	0	1	0	0	1	2	5	0	5	0	1	1	1	2	0	4	0	3	2	0	12	0	0	0	1	3	0	1	0	1	0	0	0
ab84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	1	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	1	1	1	4	0	3	1	0	0	0	0	2	5	0	0	2	0	0	1	0	1	1	0	0	0	0	0	1	1	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	1	1	1	0	3	2	0	0	0	0	1	0	0	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	3	0	0	0	0	0	2	0	2	1	0	3	1	1	0	0	2	1	0	0	2	0	0	0	0	1	2	0	0	0	0	6	0	0	3	1	0	0	0	0	0	0	2	1	1	1	0	5	2	0	1	1	0	1	1	1	0	1	0	1	0	3	1	0	0	1	1	1	2	1	0	0	0	3	0	0	2	1	1	0	2	0	0	1	0	1	1	1	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	2	1	0	0	0	1	0	2	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	2	0	0	0	3	1	1	2	0	0	4	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
